"Driver Name","Club #",Ranking,"Series Position","Series Points","R1 Points","R2 Points","R3 Points","R4 Points","R5 Points","R6 Points","R7 Points","R8 Points","R9 Points","R10 Points"
"Mad Dog Scowen",39,1,"   1",595,0,0,150,150,150,145,0,0,0,0
